wl,Si,Sugar,PS
2353,0.618461236,0.805103587,0.637208
2354,0.617781601,0.803455577,0.634753
2355,0.616427888,0.802759804,0.63449
2356,0.615366926,0.798866354,0.636674
2357,0.613399563,0.797940972,0.637902
2358,0.610710017,0.800058432,0.640292
2359,0.607536504,0.800902135,0.64138
2360,0.603207757,0.80179684,0.641292
2361,0.599750551,0.802397617,0.641836
2362,0.595810895,0.801908593,0.642358
2363,0.592701116,0.803384302,0.642662
2364,0.589648954,0.806860725,0.642413
2365,0.587594374,0.808536952,0.64355
2366,0.587093862,0.810569402,0.645085
2367,0.585353538,0.81233094,0.646989
2368,0.584067908,0.813012942,0.652613
2369,0.582603511,0.813329122,0.654668
2370,0.579005699,0.812960969,0.653643
2371,0.577349681,0.81427941,0.653971
2372,0.578203638,0.814830405,0.651805
2373,0.577394858,0.811794014,0.649464
2374,0.577292086,0.809095549,0.650286
2375,0.578134475,0.808789935,0.651913
2376,0.580977885,0.808683387,0.656355
2377,0.584318162,0.808735071,0.660283
2378,0.588391516,0.811506166,0.663082
2379,0.593539424,0.809625425,0.66517
2380,0.593356106,0.80366472,0.665472
2381,0.591756916,0.801363612,0.663821
2382,0.592920064,0.800184226,0.664189
2383,0.5935521,0.799669899,0.664064
2384,0.595580492,0.799974618,0.667058
2385,0.600608805,0.803443589,0.672382
2386,0.603502624,0.8036205,0.676214
2387,0.605381871,0.801834512,0.682533
2388,0.607124857,0.801749966,0.684496
2389,0.609472332,0.80033895,0.683718
2390,0.609625561,0.803377106,0.68444
2391,0.607694312,0.809459049,0.682333
2392,0.607549852,0.814331047,0.684903
2393,0.607889379,0.825077729,0.691472
2394,0.606138732,0.82512677,0.693439
2395,0.603736971,0.81838287,0.696562
2396,0.602182877,0.814636663,0.696221
2397,0.59797306,0.80355909,0.688958
2398,0.597152737,0.801746654,0.689436
2399,0.600103481,0.808643056,0.692503
2400,0.60044943,0.808737805,0.696034
2401,0.599902232,0.809699354,0.705084
2402,0.600885916,0.808161716,0.709265
2403,0.6021278,0.799025491,0.711611
2404,0.603303682,0.796988008,0.713286
2405,0.606482927,0.799870311,0.712834
2406,0.607708328,0.799603435,0.713319
2407,0.606702243,0.801423167,0.712804
2408,0.60685488,0.801179207,0.713204
2409,0.607142132,0.797120188,0.715453
2410,0.608037075,0.79474169,0.714737
2411,0.610272999,0.791401557,0.712157
2412,0.610912408,0.791224692,0.710199
2413,0.610542357,0.79309925,0.704915
2414,0.61012708,0.79550129,0.703246
2415,0.607064405,0.802418057,0.705991
2416,0.607091475,0.80676945,0.705299
2417,0.611204007,0.810665015,0.705754
2418,0.611896626,0.812398448,0.702853
2419,0.611662996,0.811653174,0.69581
2420,0.612192971,0.812201501,0.690373
2421,0.607951391,0.813227117,0.683183
2422,0.609596548,0.811117299,0.679274
2423,0.615969456,0.807776979,0.676517
2424,0.620760635,0.804564393,0.675608
2425,0.629819387,0.795912485,0.675723
2426,0.634026897,0.79311102,0.678103
2427,0.634734947,0.79392935,0.686046
2428,0.636909948,0.795448036,0.688524
2429,0.638198657,0.801706253,0.693625
2430,0.639303557,0.805372083,0.692013
2431,0.642323803,0.810310852,0.680461
2432,0.64260215,0.811814256,0.672413
2433,0.638709944,0.810109214,0.656701
2434,0.636665896,0.807566524,0.651147
2435,0.635434316,0.802994047,0.65401
2436,0.632489647,0.796243038,0.655333
2437,0.628002965,0.785784708,0.66532
2438,0.625952984,0.777524018,0.669861
2439,0.62170054,0.76341143,0.67197
2440,0.621100743,0.75724206,0.671812
2441,0.628294006,0.759015042,0.669067
2442,0.630401551,0.758596124,0.665152
2443,0.634783275,0.765561267,0.655318
2444,0.633335277,0.767286577,0.648403
2445,0.621695876,0.766012309,0.640732
2446,0.612700281,0.761537531,0.6338
2447,0.597011711,0.749855141,0.631876
2448,0.586470817,0.740299097,0.624188
2449,0.582291995,0.723323002,0.613328
2450,0.577284622,0.7147524,0.603422
2451,0.574672125,0.706938271,0.592544
2452,0.574358596,0.712544107,0.581438
2453,0.575391506,0.745448289,0.575862
2454,0.57838939,0.754723615,0.564158
2455,0.588081154,0.759420899,0.545151
2456,0.59202937,0.763524289,0.533637
2457,0.591457448,0.7515794,0.520497
2458,0.594725481,0.746282424,0.513301
2459,0.59500726,0.746859679,0.514719
2460,0.599769991,0.746541581,0.512404
2461,0.616665506,0.743319601,0.511931
2462,0.624403162,0.743580091,0.508323
2463,0.632633629,0.752334729,0.499117
2464,0.63443836,0.754570483,0.492619
2465,0.618967392,0.749112021,0.482395
2466,0.612716207,0.750474783,0.477416
2467,0.606103305,0.75482695,0.479568
2468,0.602215849,0.755201017,0.47915
2469,0.605998391,0.764543364,0.478893
2470,0.610880491,0.767195027,0.482757
2471,0.616531705,0.752053596,0.490256
2472,0.62721777,0.743023057,0.495613
2473,0.658807817,0.733956581,0.510632
2474,0.673493005,0.72668064,0.516305
2475,0.685123308,0.727223708,0.501414
2476,0.683640952,0.722997346,0.501993
2477,0.636019057,0.723669311,0.510628
2478,0.611856448,0.712721916,0.515393
2479,0.589003052,0.671531087,0.537809
2480,0.568244353,0.651127024,0.549864
2481,0.548039205,0.615732246,0.540338
2482,0.556253246,0.605892563,0.539241
2483,0.631232742,0.721414623,0.535945
2484,0.689874805,0.764692885,0.536762
2485,0.893152762,0.67459772,0.532992
2486,1.021652477,0.7099592,0.552662
2487,0.75430815,0.770150784,0.611518
2488,0.672604511,0.834844268,0.658194
2489,0.585677699,1.520289928,0.722237
2490,0.548663269,1.875220325,0.773393
2491,0.626815561,0.94293113,0.788195
2492,0.70181617,0.846157803,0.795327
2493,0.831619688,0.816117262,0.790815
2494,0.883293429,0.795708564,0.787008
2495,1.029246418,1.282142716,0.74895
2496,0.963631742,1.435228953,0.751463
2497,0.639463459,1.158584004,0.804044
2498,0.594136391,1.064771878,0.812726
2499,0.622551876,1.006551975,0.826066
2500,0.617528117,0.889688125,0.817698
